"Pid","ModuleName","FileName","BaseAddress","ModuleSize","FileDescription","FileVersion","CompanyName","ProductName"
"29792","HeyboxChat.exe","C:\Users\22983\AppData\Local\Qingfeng\HeyboxChat\1.56.0\HeyboxChat.exe","0x7FF6153D0000","192745472","HeyboxChat","1.31.0","heybox","HeyboxChat"
"29792","ntdll.dll","C:\Windows\SYSTEM32\ntdll.dll","0x7FFF0BB20000","2514944","NT 层 DLL","10.0.26100.8972 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","KERNEL32.DLL","C:\Windows\System32\KERNEL32.DLL","0x7FFF0B210000","823296","Windows NT 基本 API 客户端 DLL","10.0.26100.8972 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","KERNELBASE.dll","C:\Windows\System32\KERNELBASE.dll","0x7FFF08D30000","4190208","Windows NT 基本 API 客户端 DLL","10.0.26100.8972 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","OLEAUT32.dll","C:\Windows\System32\OLEAUT32.dll","0x7FFF09E90000","888832","OLEAUT32.DLL","10.0.26100.8972 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","msvcp_win.dll","C:\Windows\System32\msvcp_win.dll","0x7FFF09290000","667648","Microsoft® C Runtime Library","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","ffmpeg.dll","C:\Users\22983\AppData\Local\Qingfeng\HeyboxChat\1.56.0\ffmpeg.dll","0x7FFDFC720000","3854336",,,,
"29792","dbghelp.dll","C:\Windows\SYSTEM32\dbghelp.dll","0x7FFF060E0000","2367488","Windows Image Helper","10.0.26100.8328 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","ucrtbase.dll","C:\Windows\System32\ucrtbase.dll","0x7FFF096F0000","1359872","Microsoft® C Runtime Library","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","combase.dll","C:\Windows\System32\combase.dll","0x7FFF09FA0000","3690496","用于 Windows 的 Microsoft COM","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","RPCRT4.dll","C:\Windows\System32\RPCRT4.dll","0x7FFF0B2E0000","1146880","远程过程调用运行时","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","WS2_32.dll","C:\Windows\System32\WS2_32.dll","0x7FFF0B840000","532480","Windows Socket 2.0 32 位 DLL","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","CRYPT32.dll","C:\Windows\System32\CRYPT32.dll","0x7FFF09370000","1564672","加密 API32","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","WINMM.dll","C:\Windows\SYSTEM32\WINMM.dll","0x7FFEF8C70000","221184","MCI API DLL","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","WINTRUST.dll","C:\Windows\System32\WINTRUST.dll","0x7FFF09200000","536576","Microsoft Trust Verification APIs","10.0.26100.8972 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","msvcrt.dll","C:\Windows\System32\msvcrt.dll","0x7FFF0B4D0000","692224","Windows NT CRT DLL","7.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","IPHLPAPI.DLL","C:\Windows\SYSTEM32\IPHLPAPI.DLL","0x7FFF07300000","208896","IP 帮助程序 API","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","VERSION.dll","C:\Windows\SYSTEM32\VERSION.dll","0x7FFF022C0000","45056","Version Checking and File Installation Libraries","10.0.26100.1150 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","DWrite.dll","C:\Windows\SYSTEM32\DWrite.dll","0x7FFF05D20000","2519040","Microsoft DirectX 版式服务","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","USERENV.dll","C:\Windows\SYSTEM32\USERENV.dll","0x7FFF08020000","204800","Userenv","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","WINSPOOL.DRV","C:\Windows\SYSTEM32\WINSPOOL.DRV","0x7FFEE3690000","716800","Windows 后台处理程序驱动程序","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","Secur32.dll","C:\Windows\SYSTEM32\Secur32.dll","0x7FFF07700000","53248","Security Support Provider Interface","10.0.26100.7705 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
"29792","shcore.dll","C:\Windows\System32\shcore.dll","0x7FFF09C20000","1019904","SHCORE","10.0.26100.8875 (WinBuild.160101.0800)","Microsoft Corporation","Microsoft® Windows® Operating System"
